rosared01,226
rosarra01,0
rossjo01,2
ruizjo01,0
ruizri01,104
rusinch01,0
russead02,60
ryanky01,0
ryuhy01,6
sabatc.01,0
saladty01,14
salasfe01,0
samarje01,7
sampsad01,0
sanchad01,7
sanchan01,2
sanchga02,175
sanchca01,125
sandopa01,138
sandopa02,0
sanomi01,155
santaca01,246
santada01,207
santade01,1
santado01,198
santaan02,127
sborzjo01,0
schebsc01,18
scherma01,8
schoojo01,161
schulja02,0
schwaky01,200
schwifr01,1
scottro02,0
scottta01,0
seageco01,173
seageky01,130
segurje01,198
selmasa01,0
semiema01,251
senzaan01,0
senzeni01,147
severpe01,103
sewalpa01,0
shafeju01,0
shawbr01,0
shawtr01,55
sherfji01,0
shrevch01,0
shuckja01,12
simmoan01,110
simslu01,0
sippto01,0
siscoch01,54
skaggty01,0
skolema01,10
slateau01,58
smithbu03,0
smithca03,11
smithdo02,89
smithdw02,129
smithjo05,0
smithke04,45
smithma05,149
smithwi04,1
smithwi05,72
smoakju01,144
sobotch01,0
solakni01,10
solando01,79
solarya01,23
solerjo01,247
soriajo01,0
sorokmi01,4
sosaed01,1
sotogr01,2
sotoju01,234
sparkgl01,0
springe01,218
sprinje01,0
stallja01,48
stameer01,3
stammcr01,0
stantmi03,13
starlbu01,31
stashco01,0
steckdr01,0
stephro01,0
stevean01,8
stewach02,112
stewadj01,12
stockro01,0
storytr01,264
strahma01,8
strasst01,13
strawmy01,25
stripro01,3
stroppe01,0
stubbga01,5
stumpda01,0
suarean01,0
suareeu01,239
suarejo01,0
suarera01,1
sucreje01,15
suerowa01,0
suzukic01,0
suzukku01,113
swansda01,180
swanser01,0
syndeno01,13
taillja01,2
tanakma01,0
tapiara01,163
tatedi01,0
tatisfe02,197
tauchmi01,121
taylobe11,10
tayloch03,128
taylojo02,0
taylomi02,21
teherju01,7
tejadru01,0
tellero01,121
teperry01,0
thaisma01,39
thameer01,147
thomala02,22
thornty01,0
thorntr01,2
tilsoch01,41
tinocje01,1
tomasya01,0
tomlijo01,0
toroab01,0
torregl01,240
toussto01,0
tovarwi01,21
travisa01,49
treinbl01,0
trevijo01,11
trivilo01,0
troutmi01,285
tuckeco01,36
tulowtr01,6
turnbsp01,0
turneju01,211
turnetr01,184
underdu01,0
uptonju01,70
urenajo01,0
urenari01,13
uriasju01,3
uriaslu01,31
urquijo01,0
urshegi01,204
valaipa01,10
valerbr01,10
vanmejo01,62
vargail01,67
vasquan02,0
vazquch01,187
riverfe01,0
velasvi01,9
velazan01,2
velazhe01,0
vendipa01,0
verdual01,163
verhadr01,0
verlaju01,0
vieirth01,0
villajo01,224
vilorme01,21
vinceni01,0
vizcaar01,0
vogelda01,185
vogtst01,97
voitlu01,172
vothau01,0
vottojo01,174
wachami01,6
wadela01,0
wadety01,14
wagueja01,0
wainwad01,6
waldema01,0
waldimi01,0
walkech02,196
walkeje02,0
walkene01,98
wallach01,18
walshja01,11
wangwe01,0
wardta01,2
warread01,0
watsoto01,0
weavelu01,5
webbja01,0
webblo01,0
webbty01,0
webstal01,0
wendejb01,0
wendljo01,39
wheelza01,16
wickro01,0
wieckbr01,0
wietema01,68
wilkeaa01,4
wilkest01,109
williau01,0
willide03,0
willini01,26
willita01,0
willitr01,5
wilsoal01,0
wilsobo02,5
wilsobr02,2
wilsoju10,0
wingetr01,0
winkeje01,160
winklda01,0
wisdopa01,5
wittgni01,0
wolteto01,104
wongko01,156
woodal02,0
woodrbr01,16
workmbr01,0
wrighky01,0
wynnsau01,11
yacabji01,0
yamamjo01,1
yarbrry01,0
yardler01,0
yastrmi01,145
yateski01,0
yelicch01,297
ynoaga01,0
ynoahu01,0
youngal01,1
zagunma01,12
zamorda01,0
zavalse01,1
zimmery01,46
zimmejo02,0
zobribe01,21
zuninmi01,75
